  JENDL-4.0 NFY Cf249                                                0         0
 2.706800+4 0.000000+0 2.101340-9 1.344860-9 2.706900+4 0.000000+09852 8454   29
 1.550990-9 9.92631-10 2.707000+4 0.000000+0 1.691070-9 1.082290-99852 8454   30
 2.707100+4 0.000000+0 6.31401-10 4.04097-10 2.707200+4 0.000000+09852 8454   31
 1.32084-10 8.45337-11 2.707300+4 0.000000+0 3.20203-11 2.04930-119852 8454   32
 2.707400+4 0.000000+0 4.87310-12 3.11878-12 2.707500+4 0.000000+09852 8454   33
 5.27335-13 3.37494-13 2.707600+4 0.000000+0 3.56226-14 2.27984-149852 8454   34
 2.707700+4 0.000000+0 0.000000+0 0.000000+0 2.707800+4 0.000000+09852 8454   35
 0.000000+0 0.000000+0 2.806600+4 0.000000+0 1.711090-9 1.095100-99852 8454   36
 2.806700+4 0.000000+0 2.741740-9 1.754720-9 2.806800+4 0.000000+09852 8454   37
 1.661060-8 1.063070-8 2.806900+4 0.000000+0 1.791140-8 1.146330-89852 8454   38
 2.807000+4 0.000000+0 6.033830-8 3.861660-8 2.807100+4 0.000000+09852 8454   39
 3.422170-8 2.190190-8 2.807200+4 0.000000+0 2.331480-8 1.492150-89852 8454   40
 2.807300+4 0.000000+0 8.835610-9 5.654790-9 2.807400+4 0.000000+09852 8454   41
 4.392790-9 2.811390-9 2.807500+4 0.000000+0 7.75492-10 4.96315-109852 8454   42
 2.807600+4 0.000000+0 1.74111-10 1.11431-10 2.807700+4 0.000000+09852 8454   43
 2.39152-11 1.53057-11 2.807800+4 0.000000+0 2.27145-12 1.45373-129852 8454   44
 2.807900+4 0.000000+0 5.15217-13 3.29739-13 2.808000+4 0.000000+09852 8454   45
 0.000000+0 0.000000+0 2.808100+4 0.000000+0 0.000000+0 0.000000+09852 8454   46
 2.808200+4 0.000000+0 0.000000+0 0.000000+0 2.906600+4 0.000000+09852 8454   47
 2.35149-10 1.50496-10 2.906700+4 0.000000+0 1.120710-9 7.17256-109852 8454   48
 2.906800+4 0.000000+0 2.941040-9 1.882260-9 2.906800+4 1.000000+09852 8454   49
 6.895200-9 4.412930-9 2.906900+4 0.000000+0 3.091970-8 1.978850-89852 8454   50
 2.907000+4 0.000000+0 3.687540-8 2.360020-8 2.907000+4 1.000000+09852 8454   51
 1.112180-7 7.118000-8 2.907100+4 0.000000+0 2.501590-7 1.601020-79852 8454   52
 2.907200+4 0.000000+0 2.561630-7 1.639440-7 2.907300+4 0.000000+09852 8454   53
 3.001900-7 1.921220-7 2.907400+4 0.000000+0 2.281450-7 1.460120-79852 8454   54
 2.907500+4 0.000000+0 1.310830-7 8.389330-8 2.907600+4 0.000000+09852 8454   55
 4.612930-8 2.952270-8 2.907700+4 0.000000+0 2.081320-8 1.332050-89852 8454   56
 2.907800+4 0.000000+0 3.232050-9 2.068520-9 2.907900+4 0.000000+09852 8454   57
 7.77979-10 4.97907-10 2.908000+4 0.000000+0 6.79431-11 4.34836-119852 8454   58
 2.908100+4 0.000000+0 5.51350-12 3.52864-12 2.908200+4 0.000000+09852 8454   59
 2.49158-13 1.59461-13 2.908300+4 0.000000+0 0.000000+0 0.000000+09852 8454   60
 2.908400+4 0.000000+0 0.000000+0 0.000000+0 3.006600+4 0.000000+09852 8454   61
 7.24460-12 4.63654-12 3.006700+4 0.000000+0 5.19330-11 3.32371-119852 8454   62
 3.006800+4 0.000000+0 1.420900-9 9.09377-10 3.006900+4 0.000000+09852 8454   63
 1.224660-9 7.83780-10 3.006900+4 1.000000+0 5.289480-9 3.385270-99852 8454   64
 3.007000+4 0.000000+0 9.215860-8 5.898150-8 3.007100+4 0.000000+09852 8454   65
 4.155560-8 2.659560-8 3.007100+4 1.000000+0 1.794850-7 1.148710-79852 8454   66
 3.007200+4 0.000000+0 6.734270-7 4.309940-7 3.007300+4 0.000000+09852 8454   67
 1.130720-6 7.236600-7 3.007400+4 0.000000+0 2.551620-6 1.633040-69852 8454   68
 3.007500+4 0.000000+0 2.221420-6 1.421700-6 3.007600+4 0.000000+09852 8454   69
 2.431540-6 1.556190-6 3.007700+4 0.000000+0 1.671060-6 1.069480-69852 8454   70
 3.007800+4 0.000000+0 8.535420-7 5.462670-7 3.007900+4 0.000000+09852 8454   71
 3.242060-7 2.074910-7 3.008000+4 0.000000+0 9.265890-8 5.930170-89852 8454   72
 3.008100+4 0.000000+0 1.230780-8 7.877000-9 3.008200+4 0.000000+09852 8454   73
 1.841170-9 1.178350-9 3.008300+4 0.000000+0 1.45093-10 9.28590-119852 8454   74
 3.008400+4 0.000000+0 8.64549-12 5.53312-12 3.008500+4 0.000000+09852 8454   75
 0.000000+0 0.000000+0 3.008600+4 0.000000+0 0.000000+0 0.000000+09852 8454   76
 3.106700+4 0.000000+0 3.04194-13 1.94684-13 3.106800+4 0.000000+09852 8454   77
 1.32084-11 8.45337-12 3.106900+4 0.000000+0 1.91122-10 1.22318-109852 8454   78
 3.107000+4 0.000000+0 4.062580-9 2.600050-9 3.107100+4 0.000000+09852 8454   79
 2.961880-8 1.895600-8 3.107200+4 0.000000+0 1.330850-7 6.022720-89852 8454   80
 3.107300+4 0.000000+0 6.564170-7 4.201070-7 3.107400+4 0.000000+09852 8454   81
 1.898090-6 1.214780-6 3.107400+4 1.000000+0 2.132450-7 1.364770-79852 8454   82
 3.107500+4 0.000000+0 5.483480-6 3.509430-6 3.107600+4 0.000000+09852 8454   83
 8.565440-6 5.481880-6 3.107700+4 0.000000+0 1.778130-5 1.138010-59852 8454   84
 3.107800+4 0.000000+0 1.371870-5 8.779970-6 3.107900+4 0.000000+09852 8454   85
 1.624030-5 1.039380-5 3.108000+4 0.000000+0 7.144530-6 4.572510-69852 8454   86
 3.108100+4 0.000000+0 3.121980-6 1.998070-6 3.108200+4 0.000000+09852 8454   87
 7.394690-7 4.732610-7 3.108300+4 0.000000+0 1.951240-7 1.248800-79852 8454   88
 3.108400+4 0.000000+0 1.951240-8 1.248800-8 3.108500+4 0.000000+09852 8454   89
 2.071320-9 1.325640-9 3.108600+4 0.000000+0 1.01064-10 6.46811-119852 8454   90
 3.108700+4 0.000000+0 8.51346-12 5.44862-12 3.108800+4 0.000000+09852 8454   91
 0.000000+0 0.000000+0 3.108900+4 0.000000+0 0.000000+0 0.000000+09852 8454   92
 3.206900+4 0.000000+0 5.38342-13 3.44539-13 3.207000+4 0.000000+09852 8454   93
 3.71235-11 2.37591-11 3.207100+4 0.000000+0 4.18265-10 1.89286-109852 8454   94
 3.207200+4 0.000000+0 6.053850-9 3.874460-9 3.207300+4 0.000000+09852 8454   95
 3.621380-8 2.317690-8 3.207300+4 1.000000+0 8.384480-9 5.366070-99852 8454   96
 3.207400+4 0.000000+0 4.342760-7 2.779370-7 3.207500+4 0.000000+09852 8454   97
 2.202550-7 1.409630-7 3.207500+4 1.000000+0 1.435800-6 9.189100-79852 8454   98
 3.207600+4 0.000000+0 7.604830-6 4.867090-6 3.207700+4 0.000000+09852 8454   99
 1.936370-5 1.239280-5 3.207700+4 1.000000+0 2.970450-6 1.901090-69852 8454  100
 3.207800+4 0.000000+0 5.155270-5 3.299380-5 3.207900+4 0.000000+09852 8454  101
 1.166750-5 7.467210-6 3.207900+4 1.000000+0 7.605820-5 4.867720-59852 8454  102
 3.208000+4 0.000000+0 1.165140-4 7.456890-5 3.208100+4 0.000000+09852 8454  103
 5.117120-5 3.274960-5 3.208100+4 1.000000+0 1.498930-5 1.199150-59852 8454  104
 3.208200+4 0.000000+0 5.755660-5 3.683620-5 3.208300+4 0.000000+09852 8454  105
 2.401520-5 1.536980-5 3.208400+4 0.000000+0 8.115150-6 5.193690-69852 8454  106
 3.208500+4 0.000000+0 1.430910-6 9.157820-7 3.208600+4 0.000000+09852 8454  107
 2.391520-7 1.530570-7 3.208700+4 0.000000+0 1.920370-8 1.229040-89852 8454  108
 3.208800+4 0.000000+0 1.741110-9 1.114310-9 3.208900+4 0.000000+09852 8454  109
 9.20503-11 5.89121-11 3.209000+4 0.000000+0 1.43431-11 9.17959-129852 8454  110
 3.209100+4 0.000000+0 0.000000+0 0.000000+0 3.307200+4 0.000000+09852 8454  111
 1.64104-11 1.05026-11 3.307300+4 0.000000+0 3.90248-10 2.49758-109852 8454  112
 3.307400+4 0.000000+0 5.863730-9 2.857370-9 3.307500+4 0.000000+09852 8454  113
 7.164550-8 4.585310-8 3.307600+4 0.000000+0 4.893100-7 3.131590-79852 8454  114
 3.307700+4 0.000000+0 4.332750-6 2.772960-6 3.307800+4 0.000000+09852 8454  115
 1.463930-5 9.369150-6 3.307900+4 0.000000+0 7.300630-5 4.672410-59852 8454  116
 3.308000+4 0.000000+0 1.372170-4 8.781890-5 3.308100+4 0.000000+09852 8454  117
 2.739340-4 1.753180-4 3.308200+4 0.000000+0 7.300320-5 4.672220-59852 8454  118
 3.308200+4 1.000000+0 2.201820-4 1.409170-4 3.308300+4 0.000000+09852 8454  119
 3.788710-4 2.424770-4 3.308400+4 0.000000+0 1.686580-4 1.079420-49852 8454  120
 3.308400+4 1.000000+0 3.164840-5 2.025510-5 3.308500+4 0.000000+09852 8454  121
 1.159630-4 7.421670-5 3.308600+4 0.000000+0 3.155000-5 2.019210-59852 8454  122
 3.308700+4 0.000000+0 8.605470-6 5.507490-6 3.308800+4 0.000000+09852 8454  123
 1.270810-6 8.133170-7 3.308900+4 0.000000+0 1.389960-7 8.895760-89852 8454  124
 3.309000+4 0.000000+0 2.165820-8 1.386120-8 3.309100+4 0.000000+09852 8454  125
 3.49850-10 2.23904-10 3.309200+4 0.000000+0 3.14820-11 2.01485-119852 8454  126
 3.309300+4 0.000000+0 0.000000+0 0.000000+0 3.309400+4 0.000000+09852 8454  127
 0.000000+0 0.000000+0 3.309500+4 0.000000+0 0.000000+0 0.000000+09852 8454  128
 3.407400+4 0.000000+0 1.54098-11 9.86226-12 3.407500+4 0.000000+09852 8454  129
 3.03193-10 1.94043-10 3.407600+4 0.000000+0 6.664240-9 4.265110-99852 8454  130
 3.407700+4 0.000000+0 1.205750-8 7.716770-9 3.407700+4 1.000000+09852 8454  131
 7.860010-8 5.030400-8 3.407800+4 0.000000+0 9.766200-7 6.250370-79852 8454  132
 3.407900+4 0.000000+0 6.252440-6 4.001570-6 3.407900+4 1.000000+09852 8454  133
 9.591400-7 6.138500-7 3.408000+4 0.000000+0 4.068580-5 2.603890-59852 8454  134
 3.408100+4 0.000000+0 1.577190-5 1.009400-5 3.408100+4 1.000000+09852 8454  135
 1.028140-4 6.580060-5 3.408200+4 0.000000+0 3.711850-4 2.375590-49852 8454  136
 3.408300+4 0.000000+0 5.625530-4 3.600340-4 3.408300+4 1.000000+09852 8454  137
 1.302460-4 8.335780-5 3.408400+4 0.000000+0 1.107530-3 7.088220-49852 8454  138
 3.408500+4 0.000000+0 9.836050-4 4.451290-4 3.408600+4 0.000000+09852 8454  139
 8.526510-4 5.456970-4 3.408700+4 0.000000+0 3.666530-4 2.346580-49852 8454  140
 3.408800+4 0.000000+0 1.754420-4 1.122820-4 3.408900+4 0.000000+09852 8454  141
 3.125990-5 2.000630-5 3.409000+4 0.000000+0 4.971500-6 3.181760-69852 8454  142
 3.409100+4 0.000000+0 7.891510-7 5.050580-7 3.409200+4 0.000000+09852 8454  143
 7.101370-8 4.544880-8 3.409300+4 0.000000+0 3.172100-9 2.030140-99852 8454  144
 3.409400+4 0.000000+0 2.87183-10 1.83797-10 3.409500+4 0.000000+09852 8454  145
 5.20549-11 3.33152-11 3.409600+4 0.000000+0 5.20330-13 3.33012-139852 8454  146
 3.507700+4 0.000000+0 5.38073-11 3.44367-11 3.507700+4 1.000000+09852 8454  147
 1.76138-10 1.12729-10 3.507800+4 0.000000+0 3.972520-9 2.542410-99852 8454  148
 3.507900+4 0.000000+0 2.203340-8 1.410140-8 3.507900+4 1.000000+09852 8454  149
 7.212640-8 4.616090-8 3.508000+4 0.000000+0 2.023160-7 1.294830-79852 8454  150
 3.508000+4 1.000000+0 6.101990-7 3.905280-7 3.508100+4 0.000000+09852 8454  151
 7.504760-6 4.803050-6 3.508200+4 0.000000+0 2.429810-5 1.555080-59852 8454  152
 3.508200+4 1.000000+0 1.036400-5 6.632920-6 3.508300+4 0.000000+09852 8454  153
 1.972350-4 1.262310-4 3.508400+4 0.000000+0 1.694650-4 1.084580-49852 8454  154
 3.508400+4 1.000000+0 3.052270-4 1.953450-4 3.508500+4 0.000000+09852 8454  155
 1.263440-3 8.086040-4 3.508600+4 0.000000+0 1.615850-3 7.312480-49852 8454  156
 3.508700+4 0.000000+0 2.143020-3 1.371530-3 3.508800+4 0.000000+09852 8454  157
 1.682180-3 1.076590-3 3.508900+4 0.000000+0 7.884610-4 5.046150-49852 8454  158
 3.509000+4 0.000000+0 2.216910-4 1.418820-4 3.509100+4 0.000000+09852 8454  159
 1.143330-4 7.317290-5 3.509200+4 0.000000+0 1.685070-5 1.078450-59852 8454  160
 3.509300+4 0.000000+0 4.789870-6 3.065520-6 3.509400+4 0.000000+09852 8454  161
 3.892470-7 2.491180-7 3.509500+4 0.000000+0 7.860310-8 5.030600-89852 8454  162
 3.509600+4 0.000000+0 3.962520-9 2.536010-9 3.509700+4 0.000000+09852 8454  163
 2.14610-10 1.37350-10 3.509800+4 0.000000+0 0.000000+0 0.000000+09852 8454  164
 3.509900+4 0.000000+0 0.000000+0 0.000000+0 3.510000+4 0.000000+09852 8454  165
 0.000000+0 0.000000+0 3.607900+4 0.000000+0 1.51717-11 9.70986-129852 8454  166
 3.607900+4 1.000000+0 9.89009-11 6.32966-11 3.608000+4 0.000000+09852 8454  167
 3.222050-9 2.062110-9 3.608100+4 0.000000+0 4.137350-8 2.647900-89852 8454  168
 3.608100+4 1.000000+0 6.346800-9 4.061960-9 3.608200+4 0.000000+09852 8454  169
 7.034470-7 4.502060-7 3.608300+4 0.000000+0 4.907600-6 3.140870-69852 8454  170
 3.608300+4 1.000000+0 1.136240-6 7.271920-7 3.608400+4 0.000000+09852 8454  171
 4.828070-5 3.089970-5 3.608500+4 0.000000+0 1.592370-4 1.019120-49852 8454  172
 3.608500+4 1.000000+0 3.686770-5 2.359530-5 3.608600+4 0.000000+09852 8454  173
 7.758120-4 4.965200-4 3.608700+4 0.000000+0 1.491840-3 9.547760-49852 8454  174
 3.608800+4 0.000000+0 2.844100-3 1.820230-3 3.608900+4 0.000000+09852 8454  175
 3.033680-3 2.426950-4 3.609000+4 0.000000+0 3.870580-3 2.477170-39852 8454  176
 3.609100+4 0.000000+0 2.469490-3 1.481690-4 3.609200+4 0.000000+09852 8454  177
 1.016540-3 8.132360-5 3.609300+4 0.000000+0 3.614690-4 2.313400-49852 8454  178
 3.609400+4 0.000000+0 9.840250-5 6.297760-5 3.609500+4 0.000000+09852 8454  179
 1.804290-5 1.154740-5 3.609600+4 0.000000+0 5.403430-6 3.458190-69852 8454  180
 3.609700+4 0.000000+0 4.840930-7 3.098190-7 3.609800+4 0.000000+09852 8454  181
 2.371510-8 1.517760-8 3.609900+4 0.000000+0 9.18649-10 5.87935-109852 8454  182
 3.610000+4 0.000000+0 6.01382-11 3.84885-11 3.610100+4 0.000000+09852 8454  183
 0.000000+0 0.000000+0 3.610200+4 0.000000+0 0.000000+0 0.000000+09852 8454  184
 3.708100+4 0.000000+0 1.91220-12 1.22381-12 3.708100+4 1.000000+09852 8454  185
 2.19474-11 1.75579-11 3.708200+4 0.000000+0 2.47543-10 1.98035-109852 8454  186
 3.708200+4 1.000000+0 7.46607-10 5.97286-10 3.708300+4 0.000000+09852 8454  187
 2.351490-8 1.504960-8 3.708400+4 0.000000+0 3.915170-8 2.505710-89852 8454  188
 3.708400+4 1.000000+0 2.487060-7 1.989650-7 3.708500+4 0.000000+09852 8454  189
 4.152640-6 2.657690-6 3.708600+4 0.000000+0 9.266490-6 5.930540-69852 8454  190
 3.708600+4 1.000000+0 1.669010-5 1.068160-5 3.708700+4 0.000000+09852 8454  191
 1.625630-4 1.040400-4 3.708800+4 0.000000+0 4.960650-4 3.174820-49852 8454  192
 3.708900+4 0.000000+0 6.661130-4 5.328910-5 3.709000+4 0.000000+09852 8454  193
 2.974980-4 1.903990-4 3.709000+4 1.000000+0 1.251970-3 8.012640-49852 8454  194
 3.709100+4 0.000000+0 4.600050-3 2.944040-3 3.709200+4 0.000000+09852 8454  195
 4.177520-3 2.673610-3 3.709300+4 0.000000+0 3.397300-3 2.174270-39852 8454  196
 3.709400+4 0.000000+0 1.793510-3 1.147840-3 3.709500+4 0.000000+09852 8454  197
 8.897350-4 5.694310-4 3.709600+4 0.000000+0 4.167650-4 2.667300-49852 8454  198
 3.709700+4 0.000000+0 1.257790-4 8.049920-5 3.709800+4 0.000000+09852 8454  199
 1.040660-5 6.660230-6 3.709900+4 0.000000+0 1.387160-6 8.877850-79852 8454  200
 3.710000+4 0.000000+0 1.721090-7 1.101490-7 3.710100+4 0.000000+09852 8454  201
 3.866530-9 2.474580-9 3.710200+4 0.000000+0 3.60491-10 2.30715-109852 8454  202
 3.710300+4 0.000000+0 0.000000+0 0.000000+0 3.710400+4 0.000000+09852 8454  203
 0.000000+0 0.000000+0 3.710500+4 0.000000+0 0.000000+0 0.000000+09852 8454  204
 3.808300+4 0.000000+0 8.18520-12 5.23853-12 3.808400+4 0.000000+09852 8454  205
 3.70236-10 2.36951-10 3.808500+4 0.000000+0 6.752010-9 4.321290-99852 8454  206
 3.808500+4 1.000000+0 1.563270-9 1.000490-9 3.808600+4 0.000000+09852 8454  207
 1.771120-7 1.133520-7 3.808700+4 0.000000+0 1.464150-6 9.370590-79852 8454  208
 3.808700+4 1.000000+0 3.389900-7 2.169540-7 3.808800+4 0.000000+09852 8454  209
 1.775120-5 1.136080-5 3.808900+4 0.000000+0 9.695160-5 6.204900-59852 8454  210
 3.809000+4 0.000000+0 2.759850-4 1.766310-4 3.809100+4 0.000000+09852 8454  211
 1.069860-3 8.558880-5 3.809200+4 0.000000+0 3.118850-3 2.495080-49852 8454  212
 3.809300+4 0.000000+0 4.770460-3 3.816370-4 3.809400+4 0.000000+09852 8454  213
 8.238670-3 6.590930-4 3.809500+4 0.000000+0 7.208400-3 4.613370-39852 8454  214
 3.809600+4 0.000000+0 5.931860-3 3.796390-3 3.809700+4 0.000000+09852 8454  215
 2.135290-3 1.366590-3 3.809800+4 0.000000+0 8.843220-4 5.659660-49852 8454  216
 3.809900+4 0.000000+0 3.184150-4 2.037850-4 3.810000+4 0.000000+09852 8454  217
 8.948680-5 5.727160-5 3.810100+4 0.000000+0 8.721670-6 5.581880-69852 8454  218
 3.810200+4 0.000000+0 8.131560-7 5.204200-7 3.810300+4 0.000000+09852 8454  219
 3.325730-8 2.128470-8 3.810400+4 0.000000+0 2.031290-9 1.300030-99852 8454  220
 3.810500+4 0.000000+0 2.68122-10 1.71598-10 3.810600+4 0.000000+09852 8454  221
 0.000000+0 0.000000+0 3.810700+4 0.000000+0 0.000000+0 0.000000+09852 8454  222
 3.908600+4 0.000000+0 5.78282-11 4.62626-11 3.908600+4 1.000000+09852 8454  223
 4.25680-11 3.40544-11 3.908700+4 0.000000+0 8.27574-11 5.29649-119852 8454  224
 3.908700+4 1.000000+0 1.942650-9 1.554120-9 3.908800+4 0.000000+09852 8454  225
 3.752390-8 2.401520-8 3.908900+4 0.000000+0 1.307430-7 8.367570-89852 8454  226
 3.908900+4 1.000000+0 5.646990-7 3.614080-7 3.909000+4 0.000000+09852 8454  227
 2.008450-6 1.285420-6 3.909000+4 1.000000+0 2.854630-6 1.826970-69852 8454  228
 3.909100+4 0.000000+0 8.414570-6 5.385330-6 3.909100+4 1.000000+09852 8454  229
 3.634380-5 2.326010-5 3.909200+4 0.000000+0 5.336890-4 1.707810-49852 8454  230
 3.909300+4 0.000000+0 1.825340-3 1.168220-3 3.909300+4 1.000000+09852 8454  231
 2.800110-4 1.792080-4 3.909400+4 0.000000+0 1.816230-3 1.452980-49852 8454  232
 3.909500+4 0.000000+0 6.107540-3 3.908830-3 3.909600+4 0.000000+09852 8454  233
 8.136360-4 5.207270-4 3.909600+4 1.000000+0 7.242170-3 3.258970-39852 8454  234
 3.909700+4 0.000000+0 2.159730-3 1.382230-3 3.909700+4 1.000000+09852 8454  235
 9.328180-3 5.970040-3 3.909800+4 0.000000+0 1.107270-3 7.086510-49852 8454  236
 3.909800+4 1.000000+0 6.177380-3 3.953520-3 3.909900+4 0.000000+09852 8454  237
 6.570500-3 4.205110-3 3.910000+4 0.000000+0 6.336980-5 4.055670-59852 8454  238
 3.910000+4 1.000000+0 2.730820-3 2.184660-3 3.910100+4 0.000000+09852 8454  239
 9.256580-4 5.924210-4 3.910200+4 0.000000+0 1.471130-4 9.415260-59852 8454  240
 3.910300+4 0.000000+0 5.021860-5 3.213990-5 3.910400+4 0.000000+09852 8454  241
 2.241420-6 1.434510-6 3.910500+4 0.000000+0 4.048640-7 2.591130-79852 8454  242
 3.910600+4 0.000000+0 7.098990-9 4.543350-9 3.910700+4 0.000000+09852 8454  243
 6.61901-10 4.23617-10 3.910800+4 0.000000+0 0.000000+0 0.000000+09852 8454  244
 3.910900+4 0.000000+0 0.000000+0 0.000000+0 4.008800+4 0.000000+09852 8454  245
 1.45093-11 9.28590-12 4.008900+4 0.000000+0 2.98213-10 1.90856-109852 8454  246
 4.008900+4 1.000000+0 5.10769-11 4.08615-11 4.009000+4 0.000000+09852 8454  247
 2.094130-9 1.340240-9 4.009000+4 1.000000+0 8.812790-9 5.640190-99852 8454  248
 4.009100+4 0.000000+0 1.631030-7 1.043870-7 4.009200+4 0.000000+09852 8454  249
 2.241420-6 1.434510-6 4.009300+4 0.000000+0 1.511960-5 9.676550-69852 8454  250
 4.009400+4 0.000000+0 1.453630-4 9.303190-5 4.009500+4 0.000000+09852 8454  251
 8.595760-4 5.157450-5 4.009600+4 0.000000+0 2.382690-3 1.906150-49852 8454  252
 4.009700+4 0.000000+0 6.790340-3 4.074200-4 4.009800+4 0.000000+09852 8454  253
 1.171550-2 3.748960-3 4.009900+4 0.000000+0 1.559010-2 4.988840-39852 8454  254
 4.010000+4 0.000000+0 1.883620-2 6.027600-3 4.010100+4 0.000000+09852 8454  255
 1.007320-2 3.223420-3 4.010200+4 0.000000+0 5.359970-3 3.430380-39852 8454  256
 4.010300+4 0.000000+0 3.037990-3 1.944320-3 4.010400+4 0.000000+09852 8454  257
 4.627740-4 2.961750-4 4.010500+4 0.000000+0 9.293420-5 5.947790-59852 8454  258
 4.010600+4 0.000000+0 1.601310-5 1.024840-5 4.010700+4 0.000000+09852 8454  259
 1.493040-6 9.555470-7 4.010800+4 0.000000+0 1.170740-7 7.492760-89852 8454  260
 4.010900+4 0.000000+0 3.185340-9 2.038610-9 4.011000+4 0.000000+09852 8454  261
 8.31528-11 5.32178-11 4.011100+4 0.000000+0 0.000000+0 0.000000+09852 8454  262
 4.011200+4 0.000000+0 0.000000+0 0.000000+0 4.109000+4 0.000000+09852 8454  263
 4.48598-13 2.87104-13 4.109100+4 0.000000+0 4.42041-11 2.82906-119852 8454  264
 4.109100+4 1.000000+0 0.000000+0 0.000000+0 4.109200+4 0.000000+09852 8454  265
 5.30974-10 3.39823-10 4.109200+4 1.000000+0 7.68427-10 6.14742-109852 8454  266
 4.109300+4 0.000000+0 2.899870-8 1.855920-8 4.109300+4 1.000000+09852 8454  267
 6.713970-9 4.296950-9 4.109400+4 0.000000+0 3.324540-7 2.127700-79852 8454  268
